features,condition,is_fault
"[-0.18555374 -0.2173881  -0.20364014 ... -0.40682467 -0.34898532
 -0.23752176]",OR_014,1
"[-0.10785934  0.00484269  0.11174727 ... -0.18562288 -0.05600156
  0.07029777]",OR_014,1
[0.15791126 0.25727632 0.35411266 ... 0.37468005 0.29946919 0.15911833],OR_014,1
"[ 0.02194775 -0.08008666 -0.17526573 ...  0.07579442  0.04166043
  0.02001237]",OR_014,1
"[ 0.0399492   0.05249686  0.03964393 ... -0.50369944 -0.43600208
 -0.31412127]",OR_014,1
"[-0.18507912 -0.08386145  0.03499254 ...  0.18684551  0.23421772
  0.23667074]",OR_014,1
[0.19012629 0.09873519 0.00801399 ... 0.14297802 0.1055341  0.01907298],OR_014,1
"[-0.10549079 -0.19992999 -0.29202113 ... -0.10198678 -0.0842343
 -0.0251025 ]",OR_014,1
[0.03426513 0.07892038 0.07685956 ... 0.3422351  0.3013107  0.24135642],OR_014,1
"[ 0.13232954 -0.00648122 -0.14875099 ...  0.04197588 -0.09626844
 -0.24598075]",OR_014,1
"[-0.41200592 -0.51934859 -0.53857189 ...  0.0954476   0.01018619
 -0.08384741]",OR_014,1
"[-0.14054672 -0.16407063 -0.12502575 ... -0.10884163 -0.21475943
 -0.29438737]",OR_014,1
"[-0.30777147 -0.26739444 -0.20178048 ...  0.2147337  -0.00184794
 -0.19287494]",OR_014,1
"[-0.36272733 -0.48822751 -0.57578752 ...  0.02095348 -0.02961818
 -0.08525761]",OR_014,1
"[-0.12965092 -0.18341727 -0.16177535 ...  0.23438469  0.28928544
  0.30058064]",OR_014,1
"[ 0.24412609  0.16337704  0.09500135 ... -0.19613408 -0.07543945
  0.03740118]",OR_014,1
"[ 0.17544036  0.29595151  0.3778156  ... -0.37803827 -0.29669096
 -0.14540996]",OR_014,1
"[ 0.04800182  0.21527643  0.32945089 ... -0.11249798 -0.13699903
 -0.13272259]",OR_014,1
"[-0.11401803 -0.09235416 -0.08967425 ...  0.14846145  0.20042718
  0.2004694 ]",OR_014,1
"[ 0.12332768  0.05155372 -0.0133851  ...  0.01958208 -0.00462352
 -0.01570351]",OR_014,1
"[-0.01595271  0.01050374  0.0456912  ...  0.12149776 -0.00601241
 -0.09277497]",OR_014,1
"[-0.13865278 -0.1720929  -0.20131445 ...  0.22890783  0.19532421
  0.15019077]",OR_014,1
"[ 0.08921871 -0.00742481 -0.08967425 ...  0.18868574  0.25642674
  0.24041027]",OR_014,1
"[ 0.15222719  0.06098957 -0.02129299 ... -0.32456217 -0.35269052
 -0.39213324]",OR_014,1
"[-0.39211281 -0.31081922 -0.21061947 ...  0.11372718  0.050919
 -0.00818413]",OR_014,1
"[-0.05100955 -0.09046564 -0.12223625 ...  0.34543359  0.43463137
  0.44484535]",OR_014,1
"[ 0.36636881  0.19829101 -0.07199626 ... -0.29301543 -0.16893697
 -0.01852325]",OR_014,1
[0.08353464 0.15393893 0.19826859 ... 0.25951255 0.1828308  0.08298738],OR_014,1
"[ 0.00062829 -0.06310124 -0.10455827 ...  0.18958394  0.20504204
  0.20941274]",OR_014,1
"[ 0.22470987  0.24406795  0.215485   ... -0.2820617  -0.27678938
 -0.21026375]",OR_014,1
"[-0.10928092  0.01475123  0.14058771 ...  0.03237822 -0.03702383
 -0.08384741]",OR_014,1
"[-0.1215983  -0.1385925  -0.08548665 ... -0.24457804 -0.21707352
 -0.18864657]",OR_014,1
"[-0.12065133 -0.00695301  0.13593631 ...  0.50220335  0.38508817
  0.24041027]",OR_014,1
"[ 0.09111265 -0.02393866 -0.14130787 ...  0.28921906  0.21799915
  0.12105398]",OR_014,1
"[ 0.00963037 -0.11735959 -0.24457065 ...  0.39251272  0.2795676
  0.12810277]",OR_014,1
"[-0.0709072  -0.2839049  -0.47390723 ... -0.09147559 -0.00508722
  0.05572937]",OR_014,1
[0.08400699 0.08882892 0.10616381 ... 0.21427365 0.33556717 0.41947963],OR_014,1
"[ 0.48431951  0.49742436  0.44852307 ...  0.01592572 -0.11894782
 -0.22060377]",OR_014,1
"[-0.28360907 -0.31977558 -0.34225889 ... -0.35288851 -0.29298576
 -0.17830655]",OR_014,1
"[-0.03585014  0.07561602  0.16431072 ... -0.43333269 -0.33556229
 -0.22154316]",OR_014,1
"[-0.10691237  0.02371664  0.12849318 ... -0.39630909 -0.34714382
 -0.26194809]",OR_014,1
"[-0.1088063   0.07703185  0.26572275 ... -0.25829211 -0.33926749
 -0.37850424]",OR_014,1
"[-0.33336455 -0.24569789 -0.1789873  ... -0.04851506  0.06017534
  0.19060696]",OR_014,1
"[ 0.29340469  0.33937628  0.30898118 ... -0.05171421 -0.01249274
  0.02377217]",OR_014,1
[0.05037265 0.05863061 0.08848805 ... 0.03923306 0.08933549 0.09473536],OR_014,1
"[ 0.05416051 -0.01072758 -0.07897559 ...  0.15805911  0.0689702
 -0.02651237]",OR_014,1
"[-0.12586079 -0.21549958 -0.25899756 ... -0.00281173 -0.0069376
  0.0035652 ]",OR_014,1
"[ 0.02052617 -0.00223464 -0.07850956 ...  0.08265145  0.06387832
  0.01108481]",OR_014,1
"[-0.06569548 -0.17681082 -0.27527521 ... -0.57546827 -0.45035696
 -0.31083229]",OR_014,1
"[-0.13154713  0.04306102  0.21501674 ... -0.16642757 -0.09626844
 -0.00301502]",OR_014,1
"[ 0.14275298  0.29502421  0.38341244 ... -0.0942184  -0.13514865
 -0.13131239]",OR_014,1
"[-0.1168612  -0.07631187 -0.04548152 ...  0.29059923  0.23883258
  0.14220034]",OR_014,1
"[ 0.02099851 -0.10650792 -0.20550204 ...  0.03054895  0.03379298
 -0.00348358]",OR_014,1
"[-0.07327575 -0.1258523  -0.12595781 ... -0.32044356 -0.56421977
 -0.7352012 ]",OR_014,1
"[-0.78388901 -0.66986519 -0.48646109 ... -0.13215116 -0.08053132
 -0.00865405]",OR_014,1
[0.07879527 0.12799037 0.13267855 ... 0.29379772 0.30825518 0.31984147],OR_014,1
[0.29388158 0.21009712 0.11686469 ... 0.07488088 0.1073867  0.08110635],OR_014,1
"[ 0.01247127 -0.08338876 -0.14595926 ...  0.08173572  0.41333201
  0.66103966]",OR_014,1
[0.80458497 0.8333783  0.72158634 ... 0.51635557 0.43600695 0.31889532],OR_014,1
"[ 1.56964293e-01  1.24319435e-04 -1.79451100e-01 ...  2.33924635e-01
  2.36059228e-01  2.33832307e-01]",OR_014,1
"[ 0.16122905  0.04636311 -0.10316463 ...  0.06574109  0.00278245
 -0.06457757]",OR_014,1
"[-0.14481147 -0.23578935 -0.27527521 ...  0.29059923  0.34992205
  0.35602028]",OR_014,1
"[ 0.31709021  0.2832181   0.22293258 ... -0.44840502 -0.46238222
 -0.42549615]",OR_014,1
"[-0.31394833 -0.13151562  0.0456912  ...  0.4071469   0.43416544
  0.43450532]",OR_014,1
"[ 0.36729988  0.21905348  0.04150583 ...  0.10504526 -0.08793729
 -0.29486044]",OR_014,1
"[-0.46460004 -0.58258592 -0.59857624 ... -0.37939653 -0.33463044
 -0.25631627]",OR_014,1
"[-0.15381333 -0.02441068  0.12291195 ...  0.50768022  0.4077853
  0.25874748]",OR_014,1
"[ 0.11811823  0.01711019 -0.0654852  ... -0.03206213 -0.06525791
 -0.06880819]",OR_014,1
"[-0.05243114 -0.05413584 -0.0706004  ... -0.01104017  0.22079469
  0.45142331]",OR_014,1
"[ 0.60417777  0.67673248  0.64017576 ... -0.00555454 -0.04581803
 -0.12144318]",OR_014,1
"[-0.21397864 -0.2862797  -0.29434014 ... -0.71806391 -0.74888077
 -0.67599951]",OR_014,1
"[-0.46648489 -0.17020437  0.14337944 ... -0.18836351 -0.46701927
 -0.65905899]",OR_014,1
"[-0.7350873  -0.70951291 -0.60787457 ... -0.32684054 -0.33509637
 -0.29249508]",OR_014,1
"[-0.20592374 -0.13764937 -0.07850956 ... -0.20847236 -0.02221257
  0.15254036]",OR_014,1
"[ 0.3132978   0.43183486  0.5076132  ... -0.43059426 -0.28697313
 -0.11909359]",OR_014,1
[0.05321355 0.22660758 0.35270788 ... 0.48621091 0.71789064 0.87815759],OR_014,1
"[ 0.92916671  0.88008255  0.68298823 ... -0.19384913 -0.05090924
  0.09520618]",OR_014,1
"[ 0.20528684  0.23461402  0.19547909 ... -0.18836351 -0.21337054
 -0.19851577]",OR_014,1
"[-0.16186595 -0.11830499 -0.02268857 ...  0.14617651  0.20643981
  0.19999633]",OR_014,1
[0.1617014  0.09401727 0.02010852 ... 0.41582225 0.34668277 0.25169644],OR_014,1
"[ 0.14322533  0.00153992 -0.15665792 ...  0.19050406  0.09998074
  0.03928221]",OR_014,1
"[ 0.0243163  -0.00317845 -0.05850588 ...  0.27550499  0.2300466
  0.12575317]",OR_014,1
"[-0.00742524 -0.1720929  -0.27574348 ...  0.08584994  0.19208493
  0.27095727]",OR_014,1
"[ 0.30192058  0.33464932  0.34945234 ... -0.36752269 -0.38694699
 -0.37755809]",OR_014,1
"[-0.32577974 -0.20983853 -0.06083381 ... -0.12986621 -0.45821109
 -0.73425506]",OR_014,1
"[-0.8985469  -0.92419413 -0.85255229 ... -0.05080023  0.07035688
  0.18543695]",OR_014,1
[0.26876539 0.29312438 0.28525594 ... 0.63108492 0.64336507 0.52427654],OR_014,1
"[ 0.29149713  0.00672896 -0.26272135 ... -0.0581125   0.09812814
  0.26814136]",OR_014,1
"[ 0.43410984  0.5625389   0.60436491 ... -0.12392491 -0.01156689
  0.12340358]",OR_014,1
"[ 0.2521878   0.33700149  0.33643022 ...  0.01044009 -0.02730401
 -0.0382612 ]",OR_014,1
"[-0.03916634 -0.05413584 -0.09525548 ... -0.41002316 -0.40869009
 -0.3606401 ]",OR_014,1
"[-0.27936248 -0.13481771  0.06802057 ... -0.66184937 -0.87201768
 -0.97628816]",OR_014,1
"[-0.90990142 -0.69297983 -0.39809348 ...  0.28832085  0.17264705
  0.06324898]",OR_014,1
"[-0.04911562 -0.12160708 -0.1794511  ...  0.12515411  0.01018619
 -0.09794498]",OR_014,1
"[-0.2149256  -0.33203403 -0.38924111 ...  0.3463537   0.47119526
  0.50454264]",OR_014,1
[0.43458673 0.29549917 0.11453677 ... 0.09041984 0.24901634 0.37906569],OR_014,1
"[ 0.43127121  0.45684934  0.44807711 ... -0.04531592 -0.01249274
  0.02894218]",OR_014,1
[0.07737595 0.11336391 0.13314458 ... 0.01546786 0.18931157 0.37530363],OR_014,1
[0.51842847 0.57622223 0.50203866 ... 0.0223227  0.03425447 0.07358675],OR_014,1
"[ 0.08211306  0.04447684 -0.00826812 ... -0.27748304 -0.42442055
 -0.53876331]",OR_014,1
"[-0.55032663 -0.47972349 -0.32457645 ... -0.47675327 -0.4327628
 -0.33151233]",OR_014,1
"[-0.1419683   0.09732163  0.3257271  ... -0.11706788 -0.07312536
 -0.00489447]",OR_014,1
"[ 0.06934377  0.029389   -0.06689222 ...  0.01273819  0.11667854
  0.19770981]",OR_021,1
"[ 0.24183248  0.21817141  0.14900303 ... -0.12257322 -0.18147031
 -0.2554377 ]",OR_021,1
"[-0.2547686  -0.14051042 -0.00175104 ... -0.55229018 -0.48703179
 -0.42842469]",OR_021,1
"[-0.38936502 -0.39913887 -0.46889014 ... -0.42794346 -0.16295096
  0.12437901]",OR_021,1
[0.34797449 0.50133711 0.60871306 ... 0.15353522 0.20741603 0.18078732],OR_021,1
"[ 0.1167307   0.03316605 -0.09480951 ... -0.00188942  0.103717
  0.27857149]",OR_021,1
"[ 0.44653168  0.54286205  0.60126547 ...  0.10050822  0.03705001
 -0.08621052]",OR_021,1
"[-0.28699271 -0.44066381 -0.48006152 ...  0.19558659 -0.02221035
 -0.26859364]",OR_021,1
"[-0.43864362 -0.4935199  -0.40748101 ...  0.22301472  0.30186537
  0.32369363]",OR_021,1
"[ 0.25320971  0.09168545 -0.12458648 ...  0.15170814  0.04630857
 -0.10689507]",OR_021,1
"[-0.29269268 -0.45199496 -0.4875091  ... -1.8596834  -1.57037038
 -0.97369752]",OR_021,1
"[-0.12588804  0.75806346  1.47972379 ... -0.93628409 -0.84998616
 -0.62585378]",OR_021,1
"[-0.30027749  0.05204225  0.36675572 ...  0.36199563  0.45928094
  0.51170632]",OR_021,1
"[ 0.5071875   0.46924349  0.41701577 ... -0.17925877 -0.19628446
 -0.1200555 ]",OR_021,1
"[ 0.02953938  0.23137978  0.40956819 ... -0.61810018 -0.53701872
 -0.328764  ]",OR_021,1
"[-0.0349059   0.26159618  0.5063422  ...  0.37844813  0.40927182
  0.33121774]",OR_021,1
"[ 0.22098559  0.11245244  0.02616693 ... -0.16463116 -0.17406213
 -0.15202172]",OR_021,1
"[-0.09745633 -0.06877361 -0.06689222 ...  0.14987887  0.28704457
  0.34813573]",OR_021,1
"[ 0.34608964  0.26159618  0.23089303 ... -0.25971609 -0.23887874
 -0.21783066]",OR_021,1
"[-0.18654159 -0.17071326 -0.14692031 ... -0.15183063 -0.12406189
  0.00780258]",OR_021,1
"[ 0.17359412  0.31822932  0.38165089 ...  0.0566232   0.02593884
 -0.04672538]",OR_021,1
"[-0.15052733 -0.25377897 -0.32372912 ...  0.4168519   0.32780177
  0.23718887]",OR_021,1
[0.18307059 0.15209564 0.13411232 ... 0.26325872 0.34446408 0.38762605],OR_021,1
"[ 0.35365175  0.19551363 -0.0817807  ...  0.01273819  0.22594203
  0.41017586]",OR_021,1
"[ 0.51288747  0.51454548  0.4784249  ... -0.37308718 -0.43702267
 -0.48670277]",OR_021,1
"[-0.45949051 -0.25565618  0.08386119 ...  0.22851349  0.46853284
  0.49478833]",OR_021,1
"[ 0.48066336  0.20871748 -0.14319875 ...  0.2705539   0.40372511
  0.48350216]",OR_021,1
"[ 0.44085443  0.32766064  0.19367071 ... -0.0037187   0.08149467
  0.15634522]",OR_021,1
"[ 0.23424767  0.31255244  0.34256221 ... -0.22314378 -0.08146983
  0.13566067]",OR_021,1
[0.34608964 0.43714987 0.39282227 ... 0.20656222 0.27963416 0.21463906],OR_021,1
"[ 0.02764318 -0.14051042 -0.22881254 ... -0.07503185  0.03149443
  0.15446419]",OR_021,1
"[ 0.31007312  0.48812875  0.56032605 ...  0.26689536  0.13519789
 -0.03920442]",OR_021,1
"[-0.28510786 -0.58036944 -0.81506908 ...  0.47536672  0.46112244
  0.26352326]",OR_021,1
"[ 0.00489781 -0.22357161 -0.40748101 ... -0.19023002 -0.07035866
  0.11497837]",OR_021,1
[0.28352626 0.44092692 0.46725353 ... 0.26325872 0.25185625 0.227795  ],OR_021,1
"[ 0.16032523  0.02561421 -0.12644837 ... -0.05674635 -0.09072839
 -0.12569634]",OR_021,1
"[-0.15431974 -0.14051042 -0.08550226 ... -0.093318   -0.15739538
 -0.24227501]",OR_021,1
"[-0.30595475 -0.29342669 -0.2511486  ... -0.27251005 -0.19443408
 -0.12757736]",OR_021,1
"[-0.0519656  -0.00081452  0.05408422 ... -0.38406282 -0.42961227
 -0.44158062]",OR_021,1
"[-0.4064195  -0.30098079 -0.13203183 ...  0.09502259  0.14445646
  0.22216318]",OR_021,1
[0.31575038 0.34842311 0.30907038 ... 0.78073476 0.73890157 0.56811463],OR_021,1
"[ 0.3517669   0.05770557 -0.19717145 ...  0.23399036  0.18890112
  0.0679707 ]",OR_021,1
"[-0.07091856 -0.20091835 -0.31255774 ...  0.10782312  0.17964255
  0.28233354]",OR_021,1
"[ 0.36502897  0.386171    0.32766704 ... -0.17011679 -0.62592135
 -1.041392  ]",OR_021,1
"[-1.23473139 -1.23542761 -1.08121992 ...  0.4003994   0.28890826
  0.0435286 ]",OR_021,1
"[-0.22255584 -0.39913887 -0.47821077 ... -0.0110336  -0.12591449
 -0.20466797]",OR_021,1
"[-0.23582245 -0.21979682 -0.21578372 ... -0.13171739 -0.0388771
  0.03788777]",OR_021,1
"[ 0.13757986  0.18985032  0.20669952 ... -0.09697436 -0.17776733
 -0.26296181]",OR_021,1
"[-0.26805338 -0.25943324 -0.24927556 ... -0.27982714 -0.06665568
  0.10933754]",OR_021,1
"[ 0.20202582  0.18229848  0.06525114 ... -0.08051748  0.01667806
  0.10557774]",OR_021,1
"[ 0.18686073  0.26912767  0.33139083 ... -0.18474439 -0.27035519
 -0.32123989]",OR_021,1
"[-0.33627131 -0.32362048 -0.32560216 ...  0.08222207  0.54445618
  0.90093267]",OR_021,1
[1.07202922 0.97704193 0.72595678 ... 0.25775995 0.41297702 0.44590413],OR_021,1
"[ 0.37452135  0.27480455  0.13039076 ... -0.22680014 -0.36850974
 -0.43405651]",OR_021,1
"[-0.4310588  -0.33117458 -0.21206216 ... -0.16463116 -0.22591497
 -0.23475315]",OR_021,1
"[-0.25288375 -0.26133307 -0.24927556 ...  0.64725263  0.55186658
  0.42146203]",OR_021,1
[0.29490349 0.18229848 0.02802659 ... 0.0419956  0.12223413 0.29925153],OR_021,1
"[ 0.49960269  0.67501359  0.76132166 ... -0.31273214 -0.31665911
 -0.2554377 ]",OR_021,1
"[-0.18275145 -0.11974343 -0.02966834 ...  0.29068686  0.41852373
  0.46658417]",OR_021,1
[0.46737857 0.46734366 0.43933623 ... 0.04565195 0.07408649 0.13190087],OR_021,1
"[ 0.08261266  0.10490061  0.01685967 ... -0.1536599  -0.09072839
 -0.05988739]",OR_021,1
"[-0.02921955 -0.02724346 -0.0352518  ... -0.30177841 -0.33147991
 -0.38893437]",OR_021,1
"[-0.41588917 -0.36892247 -0.31628153 ...  0.2376489   0.31668617
  0.40454404]",OR_021,1
[0.49392543 0.54851632 0.56032605 ... 0.39124208 0.49631076 0.47034623],OR_021,1
"[ 0.32142763  0.12377907 -0.0520015  ... -0.0110336  -0.04813633
 -0.11817673]",OR_021,1
"[-0.1486334  -0.17260178 -0.22136718 ... -0.18840075 -0.18332291
 -0.1125359 ]",OR_021,1
"[-1.78468716e-02  3.69408367e-02  4.47769711e-02 ...  1.26107086e-01
  1.13118257e-05 -1.87745477e-01]",OR_021,1
"[-0.39883469 -0.6162175  -0.74806311 ... -0.30543696 -0.32591102
 -0.26296181]",OR_021,1
"[-0.08039731  0.06714593  0.16202962 ... -0.21217253  0.01112248
  0.26163097]",OR_021,1
"[ 0.45223165  0.51076843  0.46352973 ... -0.05674635 -0.10183956
 -0.15202172]",OR_021,1
"[-0.18654159 -0.17449031 -0.11155989 ... -3.39197858 -2.30561978
 -0.85148702]",OR_021,1
"[ 0.78961972  2.26078676  3.28511665 ... -0.03297545  0.09075323
  0.19770981]",OR_021,1
"[ 0.20012962  0.11056392 -0.0352518  ...  0.2705539   0.20371083
  0.12437901]",OR_021,1
"[ 0.05418095  0.03316605  0.08944465 ... -0.1536599  -0.17406213
 -0.11441467]",OR_021,1
"[-0.01974224  0.05204225  0.08386119 ... -0.31457237 -0.09628397
  0.1413015 ]",OR_021,1
"[ 0.33280486  0.41448757  0.40584439 ...  0.14804959  0.12964231
 -0.0260424 ]",OR_021,1
"[-0.07471097 -0.10275349 -0.11900302 ... -0.25971609 -0.11110034
  0.09805588]",OR_021,1
"[ 0.28731867  0.3937251   0.39839681 ... -0.07320258  0.09260583
  0.227795  ]",OR_021,1
"[ 0.30058074  0.30689817  0.27928003 ... -1.50677618 -2.41855075
 -2.83519431]",OR_021,1
"[-2.55210496 -1.80363624 -0.45586801 ... -0.21217253 -0.24072912
 -0.15766255]",OR_021,1
"[-0.02921955  0.08413587  0.19925417 ...  0.16633575  0.05001155
 -0.16518215]",OR_021,1
"[-0.42535883 -0.67852752 -0.84113563 ...  0.09136624  0.09445621
  0.04540737]",OR_021,1
"[-0.02163769 -0.02724346 -0.02408488 ...  0.18461095  0.20186932
  0.19583104]",OR_021,1
"[ 0.13757986  0.02183942 -0.14692031 ...  0.59603299  0.47964845
  0.2766792 ]",OR_021,1
"[-0.0500694  -0.3783764  -0.60477513 ... -0.10611634 -0.12776709
 -0.12381756]",OR_021,1
"[-0.1050366  -0.06688734 -0.06689222 ...  0.30895768  0.33705368
  0.39325787]",OR_021,1
"[ 0.46170132  0.46924349  0.40397135 ...  0.07856571 -0.06850606
 -0.15014069]",OR_021,1
"[-0.19412413 -0.13673337  0.02430503 ... -0.22497306 -0.35555263
 -0.43781857]",OR_021,1
"[-0.42915124 -0.3557141  -0.22136718 ...  0.4333044   0.48148995
  0.52488477]",OR_021,1
"[ 0.5318268   0.49188318  0.4263141  ... -3.25111363 -4.22966178
 -4.67972806]",OR_021,1
"[-4.40584312 -3.48191323 -1.99876692 ... -0.17742949 -0.07035866
  0.08489319]",OR_021,1
[0.25320971 0.39750215 0.43376169 ... 0.07673644 0.09260583 0.10557774],OR_021,1
"[ 0.088299    0.03127752 -0.00919573 ...  0.17365065  0.19259523
  0.21463906]",OR_021,1
"[ 0.21340078  0.20871748  0.19739227 ... -0.9125145  -1.18332111
 -1.27641912]",OR_021,1
"[-1.12479697 -0.83144153 -0.49868048 ...  0.26689536  0.04630857
 -0.09185135]",OR_021,1
"[-0.16948256 -0.30473522 -0.23811756 ... -0.18657367 -0.22961795
 -0.24039398]",OR_021,1
"[-0.18654159 -0.06499882  0.08386119 ... -0.52302182 -0.5111045
 -0.43218675]",OR_021,1
"[-0.32300923 -0.24433634 -0.22322908 ...  0.54117672  0.09445621
 -0.15390049]",OR_021,1
"[-0.18085524  0.18229848  1.003279   ...  0.03650997  0.01297508
 -0.01100026]",OR_021,1
"[-0.01784687  0.04449268  0.08944465 ...  0.1169651  -0.11110034
 -0.28927368]",OR_021,1
"[-0.45190569 -0.60300913 -0.71457127 ...  0.25960018  0.24446804
  0.158224  ]",OR_021,1
"[ 0.0447022  -0.07255066 -0.15622757 ...  2.5068233   2.29814769
  1.75268916]",OR_021,1
"[ 0.92798584  0.00673574 -0.83553879 ... -0.1390301  -0.26480849
 -0.28551162]",OR_021,1
"[-0.28510786 -0.24810208 -0.09666918 ... -0.24874265 -0.2925864
 -0.35696816]",OR_021,1
"[-0.41209676 -0.40669297 -0.36839233 ...  0.18096336  0.22594203
  0.30864541]",OR_021,1
"[ 0.39536824  0.45035824  0.41886652 ...  0.88678876 -1.22221463
 -3.13030169]",OR_021,1
"[-4.53664714 -5.17887191 -4.89853119 ... -0.14085938 -0.2740604
 -0.40774465]",OR_021,1
"[-0.52203118 -0.501074   -0.36466854 ...  0.15902085  0.20557452
  0.24471298]",OR_021,1
[0.29490349 0.34276884 0.34071147 ... 0.65272949 1.00185989 1.3484371 ],OR_021,1
"[ 1.66530264  1.90395726  2.0808822  ... -0.43342032 -0.51294601
 -0.55252748]",OR_021,1
"[-0.52582359 -0.41234724 -0.21950529 ... -0.27435027 -0.26480849
 -0.23851296]",OR_021,1
"[-0.1751689  -0.1084168  -0.10225264 ... -0.14451573 -0.1222115
 -0.07869091]",OR_021,1
"[-0.05385953 -0.03290678  0.02244313 ... -0.75889941 -0.49073699
 -0.26483158]",OR_021,1
"[-0.08039731  0.03882936  0.12108574 ...  1.75717203  0.95928336
  0.02472508]",OR_021,1
"[-0.79117861 -1.41475835 -1.62654373 ... -0.19205929 -0.13147007
 -0.04860573]",OR_021,1
"[-0.00457867  0.01617611  0.08200152 ... -0.0037187   0.03705001
  0.05292923]",OR_021,1
"[ 0.05038854  0.05959409  0.07455616 ... -5.05409734 -7.05559847
 -8.44583885]",OR_021,1
"[-9.13863217 -8.95818414 -7.42023014 ... -0.31091382 -0.10924774
  0.1413015 ]",OR_021,1
[0.3764062  0.5541932  0.63663035 ... 0.53569986 0.53704578 0.52488477],OR_021,1
"[ 0.51856473  0.48812875  0.44493307 ... -0.05674635 -0.03332145
 -0.02040157]",OR_021,1
"[-0.02542851 -0.06877361 -0.15808723 ... -0.30543696 -0.17406213
  0.03600674]",OR_021,1
[0.31007312 0.58060994 0.88228918 ... 2.22158821 1.80187265 1.04571551],OR_021,1
"[ 0.13568366 -0.76535445 -1.44414478 ...  0.06576519  0.03890039
  0.0510482 ]",OR_021,1
"[ 0.05607488  0.01239906 -0.04641805 ... -0.1536599   0.02964182
  0.18830918]",OR_021,1
"[ 0.31007312  0.386171    0.42816485 ... -3.71927598 -2.13333904
 -0.25354541]",OR_021,1
"[ 1.56106819  3.28579233  4.39422714 ... -0.0457751  -0.00924725
  0.04916943]",OR_021,1
[0.05607488 0.02561421 0.00941655 ... 0.31993331 0.39074581 0.31427723],OR_021,1
"[ 0.17548805  0.04071563 -0.10225264 ...  0.35649686  0.46482764
  0.57187668]",OR_021,1
"[ 0.67398533  0.70898442  0.6663984  ... -0.16280189 -0.22221199
 -0.26296181]",OR_021,1
"[-0.31542442 -0.40479314 -0.48938215 ...  0.58507926  0.33148479
 -0.07305008]",OR_021,1
"[-0.49929944 -0.88807467 -1.12588314 ...  0.38210667  0.27038226
  0.158224  ]",OR_021,1
"[ 0.07882025  0.03694084 -0.01477919 ...  0.04016632 -0.16110058
 -0.3870646 ]",OR_021,1
"[-0.59974148 -0.77103134 -0.86905293 ... -0.26703318 -1.1777744
 -2.01725128]",OR_021,1
"[-2.58616851 -2.77196343 -2.52355413 ... -0.36942864 -0.32777471
 -0.23663418]",OR_021,1
"[-0.10882901 -0.02346777  0.01127621 ...  0.14256397  0.20000563
  0.25036733]",OR_021,1
"[ 0.26835663  0.23893388  0.21414711 ... -6.30128887 -7.09642224
 -7.05252654]",OR_021,1
"[-5.9334796  -3.74811613 -0.92488752 ... -0.79182632 -0.92777319
 -0.82139058]",OR_021,1
"[-0.5049767  -0.0498974   0.44865686 ...  0.70574554  0.56482369
  0.3011213 ]",OR_021,1
"[-0.03301037 -0.31796621 -0.47261393 ... -0.26153441 -0.23147055
 -0.15390049]",OR_021,1
"[-0.05385953  0.07092072  0.14527924 ...  0.03650997  0.34446408
  0.66590555]",OR_021,1
"[ 0.95830239  1.13940986  1.20984916 ... -1.00209409 -1.02222253
 -0.81012694]",OR_021,1
"[-0.39692713  0.19551363  0.63663035 ...  0.0035962  -0.02035842
  0.00404278]",OR_021,1
"[ 0.04849461  0.09734877  0.10805692 ... -0.17560241 -0.1222115
 -0.03356359]",OR_021,1
"[4.09120636e-02 4.44926760e-02 1.97119266e-03 ... 6.71022218e-01
 4.57961954e+00 8.29238128e+00]",OR_021,1
"[11.08762003 12.38102045 12.01573835 ... -0.03663246  0.02593884
  0.07361153]",OR_021,1
[0.11862464 0.12566534 0.08758498 ... 0.27421245 0.22594203 0.13942273],OR_021,1
"[ 0.02764318 -0.13484711 -0.30883395 ...  0.177307    0.11297556
 -0.02980288]",OR_021,1
"[-0.15052733 -0.1877032  -0.1785614  ...  0.36931272  0.47964845
  0.54180276]",OR_021,1
[0.53561921 0.43525004 0.19925417 ... 0.9800269  0.84446651 0.54180276],OR_021,1
"[ 0.10914816 -0.41234724 -0.94348419 ...  0.13707834  0.16112321
  0.14694233]",OR_021,1
[0.1167307  0.0954625  0.0689727  ... 0.18645118 0.14630906 0.13566067],OR_021,1
"[ 0.17359412  0.20306547  0.18064189 ...  1.96928003 -0.22591497
 -2.51936184]",OR_021,1
"[-4.48532473 -5.5886932  -5.86627134 ... -0.16645824 -0.2740604
 -0.3626225 ]",OR_021,1
"[-0.33438646 -0.20091835  0.01872157 ... -0.02200419  0.02038326
  0.09805588]",OR_021,1
"[ 0.18117439  0.24271093  0.21414711 ... -3.78697003 -4.09809387
 -3.99534927]",OR_021,1
"[-3.28742337 -2.02451453 -0.41677934 ... -0.05857497 -0.06480308
 -0.02040157]",OR_021,1
[0.09777548 0.24271093 0.38537468 ... 0.17913628 0.33334848 0.4571903 ],OR_021,1
[0.51856473 0.46924349 0.32021946 ... 0.08953697 0.07778947 0.0472884 ],OR_021,1
"[-0.00268314 -0.02724346  0.01127621 ... -0.72233586 -0.56850183
 -0.3776482 ]",OR_021,1
"[-0.11451535  0.10867539  0.2457882  ... -0.17742949 -0.03517323
  0.33874185]",OR_021,1
"[ 0.75360319  1.1431643   1.55417735 ...  0.0035962  -0.06480308
 -0.136978  ]",OR_021,1
